longitude, latitude,name
-81.428468,28.403484,Whisper Creek Farm
-81.34593,28.56842,Winter Park Beer Co
-81.05723,29.32656,Beachside Brewpub
-81.06109,29.27483,Ormond Brewing Co
-81.04166,29.29085,Tomoka Brewery
-81.74031,30.18849,Pinglehead Brewing
-80.06225,26.84286,Twisted Trunk Brewing
-82.76761,28.07837,de Bine Brewing Co
-82.74133,28.07889,Hops Grillhouse & Brewery
-82.70625,28.06149,Lagerhaus Brewery & Grill
-82.7395,28.09562,Local Brewing Co
-82.76652,28.07689,Palm Harbor Brewery
-82.7672,28.07363,Stilt House Brewing
-85.77071,30.18584,Fishale Tap House
-85.81769,30.18649,Nivol Brewery
-85.70285,30.1698,Uncle Ernie's Bayfront Grill & Brew House
-87.19971,30.53762,A Little Madness Brewing
-87.20495,30.52835,Goat Lips Chew and Brewhouse
-87.20407,30.41848,Gulf Coast Brewery
-87.20276,30.41775,McGuire's Irish Pub & Brewery
-87.21044,30.40867,Pensacola Bay Brewing
-87.21388,30.4133,Perfect Plain Brewing Co
-82.68606,27.83874,BJ's Restaurant & Brewhouse
-82.17651,28.03977,Two Henrys Brewing Co
-81.36194,30.21981,Aardwolf Pub & Brewery
-80.09754,26.23128,26 Degree Brewing Co
-80.15577,26.26952,Bangin' Banjo Brewing Co
-80.15516,26.27063,Holy Mackerel Small Batch Beer
-80.09757,26.27494,Hops Grillhouse & Brewery
-80.12469,26.23223,Odd Breed Wild Ales
-81.02464,29.12976,Tomoka Brewing
-82.67893,28.30056,Chalmers Brewing
-82.72223,28.27028,Golden Boy Brewing Co
-82.69562,28.2801,Rebel Dog Brewing
-80.40838,27.3353,HopLife Brewing Co
-80.30751,27.3063,Side Door Brewing
-82.02922,26.94203,Fat Point Brewing
-80.72033,28.29802,Brevard Ale Works
-80.20186,26.6871,Royal Palm Brewing
-82.69867,27.98746,Crooked Thumb Brewery
-81.31101,29.89228,A1A Ale Works
-81.4152,29.911714,Ancient City Brewing
-81.32711,29.89112,Bog Brewing
-81.31379,29.88901,Dogrose Brewing
-81.41537,29.91229,Mile Marker Brewing
-81.29905,29.89171,Old Coast Ales
-81.28253,28.2471,Reprise Brewing
-82.75128,27.74455,Mastry Brewing Co
-82.6627,27.76905,3 Daughters Brewing
-82.65726,27.77048,Avid Brew Co
-82.64022,27.87437,Brewers Tasting Room
-82.66044,27.77046,Cage Brewing Co
-82.64088,27.77116,Cycle Brewing
-82.67034,27.82231,Dissent Craft Brewing Co
-82.65774,27.7826,Flying Boat Brewing Co
-82.65066,27.77171,Green Bench Brewing
-82.6385,27.77032,Hofbrauhaus St Petersburg
-82.72839,27.78538,Mastry Brewing
-82.6601,27.7699,Pinellas Ale Works
-82.64105,27.7718,St. Petersburg Brewing Co
-82.73754,27.78114,The Pesky Pelican
-82.67736,27.80761,Twin Bays Brewing Co
-82.66878,27.77129,Urban Comfort Restaurant & Brewery
-81.26868,28.81148,Deviant Wolfe Brewing Co
-81.26565,28.81105,Inner Compass Brewing Co
-81.26523,28.80889,Sanford Brewing Co
-81.26486,28.80833,WopsHops Brewing Co
-86.0675,30.34221,Grayton Beer Co
-86.06773,30.34917,Idyll Hounds Brewing Co
-82.44863,27.32278,Big Top Brewing
-82.49698,27.27002,Brew Life Brewing
-82.48347,27.27078,Calusa Brewing
-82.56496,27.27719,Chela Brewing
-82.54025,27.33967,Darwin's on 4th
-82.55399,27.29915,Jalehouse Beers
-82.5254,27.34891,JDub's Brewing Company & Tap Room
-82.53993,27.34005,Mad Crow Brewing and Grill
-82.50032,27.36554,Naughty Monk Brewery
-82.51642,27.26007,Sarasota Brewing
-80.46549,27.80736,Pareidolia Brewing Co
-82.73559,27.87074,Rapp Brewing Company
-82.63011,28.45186,Brooksville Brewing
-82.63015,28.45185,Inoculum Ale Works
-82.48883,28.47747,Tidal Brewing Co
-80.24044,27.16015,Longneck Brewhouse
-80.32328,26.14481,Naumko Brewing
-84.26432,30.45915,Chimneyville Brewing
-84.29149,30.47232,Canopy Roads Brewing
-84.22681,30.48892,Deep Brewing
-84.28789,30.43382,Fermentation Lounge
-84.29066,30.43515,Grasslands Brewing
-84.35246,30.46579,Lake Tribe Brewing Co
-84.25366,30.50692,Momo's Market St Brew Pub
-84.28121,30.45652,Ology Brewing Co
-84.292899,30.432824,Proof Brewing Co
-84.29167,30.47246,Tally Brewing Co
-82.45043,28.00998,7venth Sun Brewery
-82.52026,27.89549,813 Brewery
-82.52026,27.89549,81Bay Brewery
-82.45921,28.00514,Angry Chair Brewing
-82.33349,27.9549,Bayshore Beer Co
-82.45864,27.9826,Brew Bus Brewing
-82.5041,28.04205,Carrollwood Brewing Co
-82.5093,27.95867,Cigar City Brewing
-82.50222,28.09268,Cigar City Brewing
-82.43002,27.95633,Coppertail Brewing
-82.41197,28.08313,Dunderbrau Brewing
-82.33499,27.94904,ESB Brewing
-82.45864,27.9826,Florida Ave Brewing Co
-82.45993,27.95929,Hidden Springs Ale Works
-82.64725,28.05937,Hoppers Grille and Brewery
-82.5093,27.95867,Rock Brothers Brewing
-82.44272,27.96112,Rock Brothers Brewing
-82.46926,27.94461,Seagram's Beverage Corp
-82.54193,28.01492,Six Ten Brewing
-82.45146,27.98624,Southern Brewery & Winery
-82.4417,27.96099,Tampa Bay Brewing
-82.64737,28.03813,Tampa Bay Brewing
-82.33304,27.95488,Tampa Beer Works
-82.63224,28.06558,The Wild Rover Pub & Brewery
-82.32992,27.96143,Three Palms Brewing
-82.46284,27.96018,Ulele
-82.42616,28.04913,Yuengling Brewing Company
-82.4378,27.96047,Zydeco Brew Werks
-82.75427,28.14833,Backdrafts Brewing Co
-82.75483,28.14681,Gringo Cerveza Brewing Co
-82.7531,28.14597,Saint Somewhere Brewing Co
-82.75506,28.14651,Two Frogs Brewing Co
-82.75286,28.14524,Silverking Brewing Co
-80.08026,26.93304,Corner Cafe & Brewery
-80.0849,26.95601,Tequesta Brewing Company
-82.02435,28.84461,Las Tapas
-80.80734,28.61235,Playalinda Brewing Co
-82.76241,27.7563,Sea Dog Brewing
-82.76692,27.77078,The R Bar
-82.76292,27.75563,Vino-N-Brew
-82.65019,28.18171,Escape Brewing Co
-82.41127,27.05517,Off the Wagon Kitchen & Brewery
-80.3972,27.63768,American Icon Brewery
-80.35566,27.64838,Orchid Island Brewery
-80.41828,27.64561,Walking Tree Brewery
-82.36877,28.20534,Brindle Dog Brewing
-80.07891,26.70466,Accomplice Brewery & Cider Works
-80.05706,26.71231,Brewzzi Brewing
-80.05561,26.66734,Dixie Grill and Brewery
-80.12042,26.73893,Liquid Bakery Craft Brewery
-80.06419,26.70005,Ookapow Brewing Co
-80.06462,26.69804,Steam Horse Brewing
-80.05315,26.71108,West Palm Beach Brewery & Wine Vault
-82.07213,28.89344,Backyard Barn Winery & Microbrewery
-81.59079,28.56396,Crooked Can Brewing Co
-81.73038,28.01841,Grove Roots Brewing
-81.3611,28.60215,Bootie Beer Company
-81.35612,28.59322,Cask & Larder
-81.37045,28.59103,Deadly Sins Brewing
-81.30867,28.60284,Hop Boss Brewing Co
-81.30902,28.61125,Old Germany
-81.35213,28.59292,Shipyard Brewing
-81.36297,28.58742,The Bear & Peacock
-81.28583,28.704,Red Cypress Brewery
-82.179,28.23431,Zephyrhills Brewing Co
-84.08501,31.58287,Miller Brewing
-84.25326,34.0638,Five Seasons Brewing
-84.29481,34.07425,Geer Beer
-84.29458,34.07521,Hop Alley Brew Pub
-84.24749,34.08607,Jekyll Brewing
-84.32551,34.079,Outlaw Brewery
-83.47041,33.94224,Akademia Brewing
-83.37673,33.95917,Copper Creek Brewing
-83.38001,33.95892,Creature Comforts Beer
-83.37464,33.95783,Mellow Mushroom
-83.41907,33.99976,New Empire Brewing
-83.34866,33.98442,Southern Brewing
-83.3981,33.98935,Terrapin Beer Company
-84.43532,33.81819,Atlanta Brewing
-84.37729,33.7267,Eventide Brewing
-84.37871,33.9078,Five Seasons Brewpub
-84.40994,33.77873,Five Seasons Brewpub
-84.38436,33.77785,Gordon Biersch Brewing
-84.40989,33.79492,Monday Night Brewing
-84.38658,33.76346,Max Lager's American Grill and Brewery
-84.36163,33.76886,New Realm Brewing
-84.30574,33.90872,New River Brewing
-84.38824,33.91474,O'Dempsey's Brewing
-84.36885,33.79326,Orpheus Brewing
-84.37274,33.78179,Park Tavern Brewery & Eatery
-84.34303,33.99218,Pontoon Brewing
-84.37242,33.84305,Rock Bottom Restaurant & Brewery
-84.44514,33.81359,Scofflaw Brewing Co
-84.14297,33.8901,Second Self Brewing
-84.32575,33.78805,Slice and Pint
-84.38132,33.80864,Sweetwater Brewing
-84.32396,33.87511,Swell Beer Co
-84.37928,33.77226,Torched Hop Brewing Co
-84.3497,33.76227,Wrecking Bar Brewpub
-84.52085,33.76693,Zuma Brewing
-81.96351,33.46137,River Watch Brewery
-81.9628,33.46534,Savannah River Brewing Co
-84.26708,33.77135,Wild Heaven Craft Beers
-84.47638,34.35326,Reformation Brewing
-84.32774,34.86695,Blue Ridge Brewery
-84.31572,34.87217,Fannin Brewing Co
-84.32943,34.85894,Grumpy Old Men Brewing
-84.37219,33.845,Gordon Biersch Brewing
-84.48999,34.23678,Green Line Brewery
-85.07495,33.58108,Rome Street Tavern Grill
-84.80598,34.26876,Anheuser-Busch
-84.99338,32.46561,Cannon Brewpub
-84.21992,34.18137,Cherry Street Brewing Cooperative
-83.98148,34.45286,Brauerei Buzzeman
-83.98443,34.53295,Dahlonega Brewing
-84.28353,33.77381,Blue Tarp Brewing
-84.29466,33.77235,Twain's Billiards and Tap
-84.28484,33.7734,Three Taverns Craft Brewing
-84.27578,33.77649,Wild Heaven Craft Beers
-84.58436,33.5609,Strawn Brewing
-83.92617,34.18546,Toasted & Tapped
-84.97601,32.35575,Benning Brew Pub
-83.18383,33.57809,Lake Country Brewing Co
-84.28237,33.38649,Jailhouse Brewing
-84.40974,33.66273,Arches Brewing
-84.64706,34.04717,Firewater Brewing
-84.597,34.00519,Southern Sky Brewing Co
-84.61651,34.0401,The Burnt Hickory Brewery
-85.03156,33.03491,Wild Leap Brew Co
-83.99911,33.89645,BattleGreen Beer Co
-83.63006,32.82831,Macon Beer Co
-83.62958,32.83543,Ocmulgee Brewpub
-84.48997,33.92086,Naughty Soda-Ironmonger Brewery
-84.43978,33.99942,Rainbow Ridge Brewing
-84.49576,33.92434,Red Hare Brewing
-84.55076,33.94536,Stone Mountain Brewers
-84.76349,33.40035,Abide Brewing Co
-85.00124,32.14148,Omaha Brewing
-85.25344,34.27058,Paul's Oyster Bar
-85.17239,34.25446,Rome City Brewing
-84.32232,34.04755,Abbey of the Holy Goats
-84.31296,34.01933,From the Earth Brewing
-84.36395,34.02287,Gate City Brewing
-81.12406,32.05174,Coastal Empire Beer Co
-81.09144,32.08094,Moon River Brewing
-81.9628,33.46534,Savannah River Brewing Co
-81.0983,32.08436,Service Brewing
-81.1119,32.08702,Southbound Brewing
-84.487518,33.81793,Monday Night Brewing
-84.034249,33.86396,Monkey Wrench Brewing
-81.779944,32.44811,Eagle Creek Brewing Co
-84.170758,33.81149,Stone Mountain Brewery
-85.185772,32.87674,Chattabrewchee Southern Brewhouse
-84.505363,34.10202,Reformation Brewing
-84.555892,34.10464,Two Bucks Brewing
-157.91173,21.3753,Pacific Breach (Paisley Brewing)
-159.58669,21.90142,Kauai Island Brewing Co
-155.06825,19.70578,Mehana Brewing
-157.8568,21.3009,Aloha Beer Co
-157.82194,21.29264,Beer Lab Hawaii
-157.85762,21.30473,Gordon Biersch Brewing
-157.85225,21.29289,Hawaiian Islands Brewing Co
-157.86962,21.31358,Hoku Brewing Co
-157.8537,21.29892,Home of the Brave Brewing
-157.86064,21.29685,Honolulu Beer Works
-157.8688,21.3142,Sam Choy's and Big Aloha Brewery
-157.8335,21.28596,Waikiki Brewing Co
-156.67792,20.87843,Maui Brewing Co - Production Brewery
-155.99644,19.64246,Kona Brewing
-157.7416,21.3906,Lanikai Brewing Co
-155.68181,20.02455,Big Island Brewhouse
-157.80519,21.41603,Stewbum & Stonewall Brewing
-156.6784,20.8797,Kohola Brewery
-156.67733,20.97215,Maui Brewing Company
-159.36488,21.97213,Kauai Beer Co
-159.35594,21.96848,Keoki Brewing Company
-157.97622,21.40753,Pacific Breach
-159.67526,21.95962,Waimea Brewing
-116.20294,43.61763,10 Barrel Brewing
-116.34015,43.66295,Bella Brewing
-116.20302,43.61176,Boise Brewing
-116.25877,43.58536,Charters House Brewing
-116.22542,43.62298,Clairvoyant Brewing
-116.21207,43.62453,Cloud 9 Brewery
-116.29093,43.60954,Edge Brewing
-116.20831,43.64232,Highlands Hollow Brewhouse
-116.27327,43.57774,Mad Swede Brewing
-116.23889,43.6211,Payette Brewing
-116.20655,43.61125,Post Modern Brewers
-116.19057,43.604,Ram Restaurant & Brewery
-116.20655,43.61125,Simian Brewing Co
-116.33843,43.62056,Sockeye Brewing
-116.27425,43.63247,Sockeye Grill & Brewery
-116.264317,43.771469,Spring Creek Brewing Co
-116.20655,43.61122,Table Rock Brewpub and Grill
-116.20896,43.61647,Woodland Empire Ale Craft
-114.76123,42.60034,Magic Valley Brewing
-116.31339,48.69783,Kootenai River Brewing Co
-116.78294,47.69158,Daft Badger Brewing
-116.78396,47.67436,Coeur D'Alene Brewing
-116.78703,47.72414,Paragon Brewing
-116.78029,47.6915,Slate Creek Brewing
-116.80338,47.7118,Trickster's Brewing Co
-116.34994,46.04928,Wolftrack Brewing
-116.46036,43.72696,Crooked Fence Brewing
-116.38853,46.15242,Trestle Brewing
-116.27179,43.64495,Barbarian Brewing
-116.29571,43.65463,County Line Brewing
-116.30234,43.65655,Powderhaus Brewing
-114.34717,43.59553,River Bend Brewing
-114.3161,43.52062,Sun Valley Brewing
-116.78723,47.75599,Mad Bomber Brewery
-112.04556,43.50067,Brownstone Restaurant and Brewhouse
-112.04674,43.48548,Idaho Brewing Company
-112.04501,43.49507,Snow Eagle Brewing
-116.06753,47.51292,North Idaho Mountain Brew
-116.12264,47.53406,Radio Brewing
-116.64948,46.61365,Hardware Brewing
-114.3668,43.6828,Sawtooth Brewery
-114.36238,43.68307,Thunder Mountain Brewery
-114.36402,43.68046,Warfield Distillery & Brewery
-117.00193,46.41441,MJ Barleyhoppers Brewery (Red Lion Inn)
-116.10465,44.89576,Broken Horn Brewing
-116.09122,44.89246,Leaky Faucet Brewing
-116.09758,44.90622,McCall Brewing Co.
-116.09915,44.90589,Salmon River Brewery
-116.39297,43.61395,Accomplice Brewing
-116.35244,43.61223,Ram Restaurant & Brewery
-116.36571,43.59192,Slanted Rock Brewing Co
-116.39222,43.60086,The Underground Brewery
-117.00409,46.7398,Moscow Brewing
-117.00259,46.73621,Rants & Raves Brewery
-116.55509,43.57662,Crescent Brewery
-116.55895,43.57836,Messenger Pizza & Brewery
-116.5607,43.59741,Mother Earth Brew Co
-116.55612,43.57311,Simian Brewing Company
-112.44313,42.86014,Portneuf Valley Brewing
-116.54304,48.30419,Laughing Dog Brewing
-116.95378,47.71402,Downdraft Brewing Co
-116.94793,47.7062,Post Falls Brewing
-116.86621,47.7044,Selkirk Abbey Brewing
-113.89296,45.1752,Bertram's Salmon Valley Brewery
-116.54758,48.27518,Mick Duff's Brewing Company
-116.54992,48.27638,MickDuff's Brewing - Production Facility
-114.4726,42.55216,Trail Creek Pub
-114.47169,42.55567,Von Scheidt Brewing
-111.1081,43.59749,Grand Teton Brewing
-111.11134,43.60003,Wildlife Brewing & Pizza
-115.92283,47.47479,North Idaho Mountain Brew
-115.92372,47.47159,Wallace Brewing
-88.303072,42.17142,Scorched Earth Brewing
-88.338295,42.14381,Village Vintner Winery & Brewery
-89.304798,37.55882,Abbey Ridge
-89.324612,37.60252,Von Jakob Winery & Brewery
-90.181127,38.8891,The Old Bakery Beer Co
-88.30711,41.76632,America's Brewing
-88.21756,41.75884,Hopvine Brewing
-88.30902,41.76049,Two Brothers Brewing
-89.48187,37.77331,Little Egypt Beer
-89.43093,37.87567,Scratch Brewing Co
-88.11626,42.14964,Durkin Brewing
-88.13944,42.15603,Flesk Brewing Co
-88.3362,41.84978,Cugino Brewing Company
-87.77962,41.758,5 Rabbit Cerveceria
-89.97938,38.48764,Belleville Brewing
-90.02107,38.53792,Main Street Brewing Co
-87.7934,41.85054,Big Hurt Brewhouse
-87.79464,41.83352,Flapjack Brewery
-88.94965,40.50326,Destihl Brewery
-88.99457,40.47872,Illinois Brewing
-87.68092,41.64993,Blue Island Beer Co
-88.04477,41.72013,Gordon Biersch Brewing
-87.88157,41.16262,BrickStone Restaurant & Brewery
-89.52909,38.6067,Excel Brewery
-87.93113,42.1719,Prairie Krafts Brewing
-87.91399,41.75241,Destihl Restaurant & Brew Works
-89.73046,39.87314,Rolling Meadows Brewing
-88.24229,40.117,The Blind Pig
-88.24304,40.11702,Blind Pig Brewery
-88.24355,40.11824,Destihl Restarant & Brew Works
-87.67607,41.98089,4 Paws Brewing
-87.7314,41.98974,Alarmist Brewing
-87.69323,41.93204,Ale Syndicate
-87.74317,41.94114,Aleman Brewing
-87.66687,41.88581,All Rise Brewing
-87.66853,41.98008,Andersonville Brewing
-87.67607,41.98089,Aquanaut Brewing Co
-87.69294,41.93183,Arcade Brewery
-87.61217,41.68856,Argus Brewing
-87.65755,41.93171,Atlas Brewing
-87.62672,41.89685,Baderbrau Brewing Co
-87.62483,41.84696,Baderbrau Brewing Co
-87.67512,41.96741,Band of Bohemia
-87.6744,41.95528,Begyle Brewing
-87.68126,41.69849,Beverly Brewing Company
-87.70388,41.92725,Bixi Brewery
-87.63238,41.88414,Black Toad Brewing Company
-87.70178,41.96089,Breakroom Brewery
-87.62359,41.84997,Broad Shoulders Brewing
-87.68027,41.95269,Cahoots Brewing
-87.65601,41.88453,Chicago Beer Co
-87.66429,41.94474,Corridor Brewing & Provisions
-87.65008,41.88463,Cruz Blanca Cervezeria
-87.68591,41.93645,Doubleheart Brewing
-87.67455,41.9563,Dovetail Brewing
-87.66675,41.98539,Drinking & Writing Brewery
-87.66043,41.9964,Dryhop Bistro and Microbrewery
-87.67528,41.97594,Empirical Brewery
-87.73424,41.95387,Eris Brewery & Ciderhouse
-87.70194,41.96113,Finch Kitchen
-87.734,41.96401,Finch's Beer Co
-87.67151,41.89617,Forbidden Root
-87.63269,41.8908,Gino's East River North Brewery
-87.68109,41.92757,Golden Prairie Brewing
-87.65343,41.91372,Goose Island Beer Company
-87.67192,41.88685,Goose Island Beer Company
-87.65584,41.94636,Goose Island Beer Company
-87.671857,41.885793,Great Central Brewing
-87.65986,41.95119,Greenstar Brewing
-87.682602,41.959507,Half Acre Beer Co
-87.681508,41.979927,Half Acre Beer Co
-87.668518,41.979978,Hamburger Mary's
-87.647231,41.884231,Haymarket Brewing Company
-87.867565,41.978569,Hofbrauhaus Chicago
-87.711455,41.931237,Hopewell Brewing
-87.646954,41.884523,Hopothesis Beer Company
-87.681539,41.703731,Horse Thief Hollow Brewing Co
-87.705672,41.945405,Illuminated Brew Works
-87.65077,41.889568,Illuminated Brew Works
-87.691902,41.857879,Lagunitas Brewing
-87.746315,41.960703,Lake Effect Brewing
-87.672024,41.886288,Like Minds Brewing
-87.656166,41.921953,Local Option (Bierwerker)
-87.652518,41.853331,Lo Rez Brewing
-87.646009,41.865036,Mad Mouse Brewing
-87.691237,41.930861,Maplewood Brewery & Distillery
-87.645826,41.833886,Marz Community Brewing
-87.67436,41.97492,Metropolitan Brewing
-87.648154,41.852922,Moody Tongue Brewery
-87.67368,41.90352,Moonshine
-87.62359,41.84997,Motor Row Brewery
-87.66057,41.81077,New Chicago Brewing
-87.72523,41.91875,Off Color Brewing
-87.65174,41.90798,Off Color Brewing
-87.73929,41.9607,Old Irving Brewing Co
-87.67059,41.8896,On Tour Brewing Co
-87.68159,41.69445,Open Outcry Brewing
-87.676,41.9105,Piece Brewery
-87.68691,41.91245,Pipeworks Brewing
-87.7254,41.91834,Pipeworks Brewing
-87.68689,41.91658,Powell Brew Housse
-87.62841,41.89151,Rock Bottom Restaurant & Brewery
-87.69819,41.92345,Revolution Brewing
-87.73278,41.83418,SlapShot Brewing
-87.67422,41.95788,Spiteful Brewing
-87.63238,41.88414,Stockyard Brewing
-87.66057,41.81077,The Plant
-87.68591,41.93645,Two Buddies Brewery
-87.66878,41.89023,Une Annee Brewery
-87.64712,41.83205,Unknown Brewing
-87.63646,41.89239,Veteran Beer Co
-87.62434,41.86249,Vice District Brewery
-87.66079,41.81087,Whiner Beer Co
-87.63168,41.44489,Evil Horse Brewing
-88.31637,42.24531,Crystal Lake Brewing
-87.97018,41.73445,Miskatonic Brewing
-88.04062,41.7908,Alter Brewing
-88.01018,41.79233,Emmett's Ale House
-88.01015,41.77058,Troika Brewing
-87.95052,42.37712,Only Child Brewing
-89.23926,38.01079,St. Nicholas Brewing
-89.95912,38.81435,Recess Brewing
-88.28207,42.03464,Prairie Rock Brewing
-87.96788,42.02958,Mikerphone Brewing
-89.96575,40.77786,Elmwood Brewing Company
-87.67937,42.01945,Peckish Pig
-87.67893,42.033,Sketchbook Brewing Co
-87.68665,42.04777,Smylie Brothers Brewing Co
-87.70101,42.04107,Temperance Beer Co
-87.6789,41.54318,Flossmoor Station Brewery
-89.59437,42.28336,Generations Brewery
-90.42639,42.41697,Galena Beer Co
-90.369,40.94637,Iron Spike Brewing
-90.15576,41.45303,Geneseo Brewing Co
-90.15757,41.4361,Lionstone Brewing
-88.30978,41.89306,Penrose Brewing
-88.30832,41.88776,Stockholm's Brewpub
-88.69388,42.09765,Cademon Brewing
-90.22471,38.9349,Ol' Glory Beverage Company
-90.22731,38.93198,Ridgebrook Brewing
-90.43894,38.96977,Grafton Winery and Brewhaus
-90.14911,38.70164,Six Mile Brewery and Smokehouse
-88.04412,42.34437,Light the Lamp Brewery
-87.81186,42.20578,Kings & Convicts Brewing
-87.85774,41.77935,Blue Nose Brewery
-87.98931,41.96811,Church Street Brewing
-88.00963,41.97198,Itasca Brewing
-88.18455,42.18634,Onion Pub & Brewery
-87.8452,42.27969,Lake Bluff Brewing Company
-88.07501,42.20319,Black Belt Brewery
-88.10925,42.19026,Roaring Table Brewing
-87.57213,41.57095,One Trick Pony Brewery
-87.99759,41.67558,Pollyanna Brewing Co
-89.79887,42.35712,Lena Brewing
-87.9542,42.28704,Mickey Finn's Brewery
-87.93035,42.20287,Flatlander's Restaurant & Brewery
-87.72049,42.00959,Begyle Brewing
-88.02232,41.90592,Afterthought Brewing
-88.02221,41.90626,Flesk Brewing
-88.00053,41.8621,Noon Whistle Brewing
-88.01015,41.8375,Rock Bottom Restaurant & Brewery
-87.99784,41.84016,Taylor Brewing
-88.00053,41.8621,Troika Brewing
-87.99785,42.17674,Buffalo Creek Brewing
-87.83734,41.80594,BuckleDown Brewing
-89.02016,42.3691,Pig Minds Brewing
-88.40395,40.19522,Champagne County Brewing
-88.26542,42.3466,Chain O'Lakes Brewing
-87.89128,41.5045,Tribes Beer Co
-90.5174,41.50578,Bent River Brewing
-87.66245,41.16271,Border Town Pub Brewery & Eatery
-88.57113,40.02427,Monarch Brewing
-87.99554,42.27049,Bosacki's Home Brew
-88.00128,42.26611,Tighthead Brewing
-89.33211,37.78411,Big Muddy Brewing
-89.33644,37.76446,Molly's Pint Brewpub
-88.18886,41.77484,Solemn Oath Brewery
-87.95897,41.48137,Arrowhead Ales Brewing
-87.85206,42.05426,Une Annee Brewery
-88.95739,40.5046,Destihl Restaurant & Brew Works
-89.02017,40.49855,White Oak Brewing
-89.91221,38.59143,Peel Wood Fired Pizza & Brewery
-87.79418,41.86541,Kinslahger Brewing
-87.85395,41.63609,Granite City Food & Brewery
-87.85159,41.5465,Harrison's Brewery & Restaurant
-87.8527,41.59613,Rock Bottom Brewery & Rest
-88.3521,41.68418,Misfit Craft Brewery
-88.352249,41.683979,Oswego Brewing Company
-88.84265,41.34806,Tangled Roots Brewing
-88.04613,42.11307,Emmett's Ale House
-89.59181,40.68217,Granite City Food & Brewery
-89.59478,40.68578,John S. Rhodell Brewery
-89.84925,40.01117,Hand of Fate Brewing
-88.19784,41.61194,Chicago Brew Werks
-88.2027,41.65678,Nevin's Brewing
-88.2074,41.60844,Sub-Urban Brewing Co
-89.32356,37.6267,Abbey Ridge
-89.4638,41.3781,Eureka Springs Brewing
-91.40982,39.93326,O'Griff's Irish Pub Grill & Brew House
-89.994,38.21174,Kaskaskia Brewing
-88.04416,42.11591,JW Platek's Restaurant and Brewery
-90.55622,41.49775,Against the Grain Brewery
-90.56648,41.50754,Bent River Brewing
-90.57464,41.51199,Blue Cat Brew Pub
-90.55622,41.49775,Radicle Effect Brewerks
-89.09044,42.26913,Carlyle Brewing
-88.97555,42.24085,Granite City Food & Brewery
-89.08717,42.2733,Rockford Brewing
-88.07787,41.64564,Metal Monkey Brewing
-87.86756,41.97857,Hofbrauhaus Chicago
-87.86337,41.9926,Ram Restaurant & Brewery of Rosemont
-88.31748,41.91688,Pizza Beer Co
-88.24937,40.07684,Triptych Brewing
-88.03096,42.05468,Ram Restaurant & Brewery
-87.86179,41.96995,Short Fuse Brewing
-89.68813,39.74816,Engrained Brewing Co
-89.64773,39.79695,Obed and Issac's Microbrewery & Eatery
-88.2332,42.46436,English Prairie Brewery
-88.14553,42.07116,Lucky Monk Restaurant & Brewery
-88.14256,42.07066,Millrose Brewing
-89.79344,39.01123,East Wind Brewing
-88.71565,41.95778,Cademon Brewing
-87.79139,41.55847,350 Brewing
-87.8143,41.55307,Hailstorm Brewing
-88.16352,40.09273,Riggs Beer Co
-87.97914,41.88929,Lunar Brewing
-87.96944,41.88679,More Brewing Co
-88.1686,41.80191,Rock Bottom Restaurant & Brewery
-88.20841,41.82069,Two Brothers Brewing
-88.21225,41.82433,Two Brothers Brewing Tap Room
-90.15069,38.33562,Stubborn German Brewing
-87.88059,42.36367,Zum Bier
-88.14297,42.26053,Side Lot Brewery
-88.1522,42.27469,Small Town Brewery
-88.2776,42.09814,Emmett's Tavern and Brewery
-88.27719,42.09816,M.T. Barrels
-87.98048,41.80449,51st Ward Beer Co
-87.98173,41.77594,Urban Legend Brewing
-88.10678,41.86551,Dry City Brew Works
-87.91355,42.15045,Big Horn Brewing
-87.94226,41.75149,Black Horizon Brewing Co
-87.87853,41.73138,Imperial Oak Brewing
-88.01017,41.72082,Pabst Brewing Co
-88.01428,41.74111,Skeleton Key Brewery
-88.40555,41.56491,Three Angels Brewing
-85.00313,41.64859,Chapman's Brewing
-85.04801,41.70186,Mad Anthony Brewing Co
-85.05587,41.36701,Mad Anthony Tap Room
-84.89965,39.05747,Great Crescent Brewery
-86.3452,39.76224,Cutters Brewing Company
-86.16701,39.52096,Taxman Brewing
-85.21854,39.29658,Lil' Charlies Restaurant and Brewery
-86.49937,38.84116,Darb & Darby Brewing
-86.52694,38.92471,Salt Creek Brewery
-86.51103,39.17158,Bloomington Brewing
-86.58258,39.14843,Cutters Brewing Co
-86.53308,39.16736,Function Brewing
-86.5367,39.17326,Upland Brewing (sours)
-86.58628,39.17243,Upland Brewing - Production Brewery
-86.11728,39.95958,Flix Brewhouse
-86.16056,39.92698,Granite City Food & Brewery
-86.12798,39.97159,Union Brewing
-87.0473,41.5964,Hunter's Brewing
-85.83184,39.26828,450 North Brewing Co
-85.92488,39.20382,FARMbrew Restaurant & Brewery
-85.92222,39.20242,Power House Brewing Company
-85.92514,39.19993,Upland Pump House - Taproom
-85.91875,39.20879,Zwanzigz Pizza & Brewing
-86.12629,38.21102,Point Blank Brewing
-86.90021,40.04265,Backstep Brewing
-87.36312,41.4162,Crown Brewing
-86.4248,41.21218,Evil Czech Brewery
-87.52264,41.49328,Windmill Brewing
-85.97532,41.69001,Iechyd Da Brewing
-85.94431,41.66292,Mishawaka Brewing
-85.97053,41.68215,New Paradigm Brewing
